O:,115.90,87.54,-26.01,164.75,151205
O:,115.78,87.54,-26.14,164.78,151206
O:,115.59,87.54,-26.34,164.49,151207
O:,115.52,87.53,-26.42,164.22,151208
O:,115.25,87.53,-26.68,164.40,151209
O:,115.10,87.52,-26.84,164.56,151210
O:,114.96,87.52,-26.97,164.81,151211
O:,114.89,87.52,-27.04,165.05,151212
O:,114.82,87.53,-27.11,164.93,151213
O:,114.85,87.52,-27.09,164.82,151214
O:,114.73,87.52,-27.21,164.78,151215
O:,114.60,87.52,-27.34,164.76,151216
O:,114.66,87.53,-27.27,164.69,151217
O:,114.83,87.53,-27.10,164.64,151218
O:,114.85,87.54,-27.08,164.68,151219
O:,115.10,87.54,-26.83,164.71,151220
O:,115.10,87.55,-26.83,164.70,151221
O:,115.11,87.56,-26.81,164.70,151222
O:,115.27,87.57,-26.66,164.96,151223
O:,115.26,87.58,-26.66,165.20,151224
O:,115.44,87.58,-26.48,165.45,151225
O:,115.38,87.59,-26.54,165.68,151226
O:,115.21,87.60,-26.71,165.35,151227
O:,114.97,87.60,-26.96,165.04,151228
O:,114.97,87.59,-26.96,164.97,151229
O:,114.72,87.59,-27.21,164.91,151230
O:,114.55,87.58,-27.38,164.94,151231
O:,114.43,87.58,-27.50,164.97,151232
O:,114.23,87.57,-27.71,164.79,151233
O:,114.32,87.56,-27.61,164.62,151234
O:,114.12,87.55,-27.82,164.97,151235
O:,114.06,87.54,-27.88,165.30,151236
O:,113.95,87.53,-27.99,165.31,151237
O:,113.85,87.53,-28.08,165.33,151238
O:,113.82,87.53,-28.12,165.27,151239
O:,113.97,87.52,-27.98,165.22,151240
O:,114.10,87.53,-27.83,165.69,151241
O:,114.26,87.53,-27.67,166.13,151242
O:,114.37,87.54,-27.55,166.20,151243
O:,114.47,87.55,-27.44,166.26,151244
O:,114.50,87.55,-27.41,166.32,151245
O:,114.55,87.56,-27.36,166.37,151246
O:,114.59,87.56,-27.32,166.13,151247
O:,114.63,87.56,-27.28,165.92,151248
O:,114.51,87.57,-27.40,166.18,151249
O:,114.43,87.58,-27.48,166.42,151250
O:,114.60,87.57,-27.32,166.11,151251
O:,114.50,87.57,-27.41,165.83,151252
O:,114.44,87.57,-27.46,165.74,151253
O:,114.36,87.57,-27.54,165.67,151254
O:,114.28,87.56,-27.62,165.92,151255
O:,114.24,87.54,-27.65,166.14,151256
O:,114.30,87.54,-27.59,166.29,151257
O:,114.25,87.53,-27.65,166.44,151258
O:,114.19,87.52,-27.71,165.99,151259
O:,114.07,87.51,-27.82,165.57,151260
O:,114.10,87.51,-27.78,165.64,151261
O:,114.21,87.51,-27.68,165.69,151262
O:,114.24,87.50,-27.64,165.83,151263
O:,114.26,87.51,-27.63,165.96,151264
O:,114.26,87.50,-27.63,165.37,151265
O:,114.37,87.51,-27.52,164.84,151266
O:,114.56,87.51,-27.33,165.23,151267
O:,114.64,87.51,-27.25,165.58,151268
O:,114.67,87.52,-27.22,165.57,151269
O:,114.81,87.53,-27.09,165.56,151270
O:,114.81,87.53,-27.09,165.66,151271
O:,114.75,87.55,-27.14,165.75,151272
O:,114.84,87.55,-27.05,165.36,151273
O:,114.89,87.55,-27.00,165.00,151274
O:,114.86,87.56,-27.04,164.71,151275
O:,114.92,87.56,-26.98,164.44,151276
O:,114.81,87.56,-27.08,164.67,151277
O:,114.64,87.56,-27.25,164.88,151278
O:,114.69,87.55,-27.21,164.88,151279
O:,114.48,87.55,-27.41,164.88,151280
O:,114.36,87.55,-27.54,165.00,151281
O:,114.26,87.56,-27.63,165.11,151282
O:,114.14,87.55,-27.76,165.25,151283
O:,114.09,87.55,-27.80,165.37,151284
O:,113.83,87.54,-28.07,165.61,151285
O:,113.69,87.54,-28.21,165.83,151286
O:,113.62,87.55,-28.26,165.55,151287
O:,113.87,87.55,-28.01,165.30,151288
O:,113.80,87.57,-28.08,165.63,151289
O:,113.76,87.57,-28.12,165.93,151290
O:,113.85,87.59,-28.02,165.66,151291
O:,113.88,87.60,-27.99,165.42,151292
O:,114.01,87.61,-27.85,165.69,151293
O:,113.93,87.62,-27.94,165.93,151294
O:,114.07,87.63,-27.80,165.98,151295
O:,114.16,87.63,-27.72,166.03,151296
O:,114.16,87.64,-27.71,165.98,151297
O:,114.15,87.65,-27.73,165.94,151298
O:,114.07,87.66,-27.80,166.21,151299
O:,113.89,87.66,-27.97,166.47,151300
O:,113.83,87.66,-28.04,165.84,151301
O:,113.81,87.67,-28.04,165.26,151302
O:,113.83,87.66,-28.02,165.77,151303
O:,113.62,87.66,-28.23,166.24,151304
O:,113.52,87.66,-28.32,166.14,151305
O:,113.46,87.66,-28.38,166.05,151306
O:,113.45,87.66,-28.38,166.00,151307
O:,113.45,87.66,-28.38,165.95,151308
O:,113.44,87.66,-28.39,165.72,151309
O:,113.35,87.66,-28.47,165.51,151310
O:,113.21,87.66,-28.60,165.84,151311
O:,113.24,87.65,-28.56,166.14,151312
O:,113.19,87.66,-28.61,166.10,151313
O:,113.41,87.67,-28.37,166.06,151314
O:,113.54,87.67,-28.24,166.22,151315
O:,113.60,87.68,-28.18,166.37,151316
O:,113.71,87.68,-28.06,166.77,151317
O:,113.78,87.69,-27.99,167.13,151318
O:,113.85,87.69,-27.91,167.11,151319
O:,114.08,87.70,-27.67,167.10,151320
O:,114.08,87.70,-27.67,167.27,151321
O:,114.16,87.71,-27.59,167.44,151322
O:,114.07,87.70,-27.68,167.22,151323
O:,114.10,87.70,-27.66,167.01,151324
O:,114.07,87.70,-27.68,166.30,151325
O:,114.27,87.69,-27.48,165.65,151326
O:,114.23,87.68,-27.52,165.81,151327
O:,114.04,87.68,-27.70,165.96,151328
O:,114.01,87.68,-27.72,166.01,151329
O:,114.10,87.66,-27.63,166.05,151330
O:,114.05,87.66,-27.68,165.97,151331
O:,113.99,87.65,-27.74,165.89,151332
O:,113.99,87.65,-27.73,166.08,151333
O:,114.08,87.64,-27.64,166.26,151334
O:,114.01,87.65,-27.70,166.40,151335
O:,113.37,87.63,-28.41,166.53,151336
O:,113.70,87.63,-28.08,166.72,151337
O:,113.97,87.63,-27.80,166.90,151338
O:,114.14,87.63,-27.62,166.92,151339
O:,114.22,87.63,-27.53,166.93,151340
O:,114.53,87.63,-27.21,166.69,151341
O:,114.58,87.63,-27.16,166.46,151342
O:,114.72,87.63,-27.02,166.97,151343
O:,114.88,87.64,-26.85,167.44,151344
O:,115.08,87.64,-26.65,167.26,151345
O:,115.15,87.65,-26.57,167.09,151346
O:,115.32,87.65,-26.40,166.98,151347
O:,115.40,87.65,-26.32,166.89,151348
O:,115.43,87.65,-26.28,166.37,151349
O:,115.49,87.66,-26.21,165.89,151350
O:,115.39,87.66,-26.32,165.89,151351
O:,115.41,87.66,-26.29,165.89,151352
O:,115.49,87.65,-26.21,165.62,151353
O:,115.48,87.64,-26.22,165.38,151354
O:,115.37,87.64,-26.34,165.64,151355
O:,115.29,87.62,-26.43,165.87,151356
O:,115.18,87.61,-26.54,165.94,151357
O:,115.03,87.61,-26.69,166.01,151358
O:,115.11,87.61,-26.61,166.28,151359
O:,115.19,87.61,-26.54,166.52,151360
O:,115.18,87.61,-26.56,166.36,151361
O:,115.13,87.62,-26.61,166.22,151362
O:,115.03,87.63,-26.71,166.31,151363
O:,115.16,87.64,-26.57,166.40,151364
O:,115.21,87.66,-26.51,166.06,151365
O:,115.45,87.66,-26.27,165.74,151366
O:,115.58,87.66,-26.15,165.76,151367
O:,115.73,87.67,-25.99,165.77,151368
O:,115.68,87.68,-26.03,165.55,151369
O:,115.75,87.68,-25.97,165.35,151370
O:,115.68,87.68,-26.03,165.50,151371
O:,115.69,87.68,-26.04,165.64,151372
O:,115.70,87.68,-26.02,165.29,151373
O:,115.72,87.69,-26.00,164.98,151374
O:,115.61,87.69,-26.11,164.98,151375
O:,115.61,87.69,-26.10,164.99,151376
O:,115.32,87.70,-26.39,164.77,151377
O:,115.22,87.70,-26.49,164.57,151378
O:,115.19,87.70,-26.52,164.31,151379
O:,115.16,87.70,-26.54,164.08,151380
O:,115.26,87.70,-26.44,164.00,151381
O:,115.05,87.70,-26.65,163.94,151382
O:,115.10,87.70,-26.60,164.21,151383
O:,115.16,87.71,-26.54,164.46,151384
O:,115.18,87.71,-26.53,164.84,151385
O:,114.98,87.72,-26.72,165.20,151386
O:,114.81,87.72,-26.89,164.96,151387
O:,114.78,87.72,-26.93,164.74,151388
O:,114.79,87.72,-26.91,164.47,151389
O:,114.73,87.73,-26.96,164.22,151390
O:,114.88,87.75,-26.80,164.28,151391
O:,115.11,87.76,-26.57,164.33,151392
O:,115.24,87.76,-26.44,164.48,151393
O:,115.17,87.77,-26.50,164.62,151394
O:,115.18,87.77,-26.49,165.29,151395
O:,115.16,87.77,-26.51,165.90,151396
O:,115.30,87.77,-26.36,166.00,151397
O:,115.01,87.77,-26.63,166.10,151398
O:,115.08,87.77,-26.56,166.45,151399
O:,115.32,87.77,-26.31,166.77,151400
O:,115.16,87.77,-26.47,167.13,151401
O:,115.12,87.76,-26.51,167.46,151402
O:,114.79,87.76,-26.84,167.31,151403
O:,114.64,87.76,-26.99,167.17,151404
O:,114.42,87.76,-27.20,167.06,151405
O:,114.50,87.75,-27.13,166.96,151406
O:,114.54,87.74,-27.10,166.82,151407
O:,114.61,87.74,-27.02,166.69,151408
O:,114.58,87.73,-27.05,166.81,151409
O:,114.53,87.73,-27.11,166.92,151410
O:,114.70,87.73,-26.95,166.96,151411
O:,114.77,87.73,-26.87,166.99,151412
O:,114.73,87.73,-26.92,166.63,151413
O:,114.94,87.73,-26.71,166.31,151414
O:,115.02,87.73,-26.63,166.01,151415
O:,115.06,87.73,-26.59,165.73,151416
O:,115.10,87.73,-26.55,165.92,151417
O:,115.11,87.74,-26.53,166.09,151418
O:,115.18,87.73,-26.47,166.39,151419
O:,115.18,87.73,-26.47,166.66,151420
O:,115.21,87.73,-26.44,166.60,151421
O:,115.25,87.72,-26.41,166.31,151422
O:,115.32,87.72,-26.33,166.05,151423
O:,115.26,87.72,-26.38,165.80,151424
O:,115.26,87.71,-26.37,165.51,151425
O:,115.26,87.70,-26.37,165.25,151426
O:,115.07,87.70,-26.54,165.60,151427
O:,115.09,87.69,-26.52,165.92,151428
O:,115.11,87.68,-26.51,165.92,151429
O:,115.18,87.67,-26.45,165.92,151430
O:,115.17,87.67,-26.46,165.74,151431
O:,115.13,87.67,-26.51,165.58,151432
O:,115.10,87.68,-26.52,165.57,151433
O:,115.14,87.68,-26.49,165.56,151434
O:,115.05,87.68,-26.58,165.36,151435
O:,115.25,87.68,-26.39,165.18,151436
O:,115.48,87.68,-26.15,165.19,151437
O:,115.51,87.69,-26.12,165.19,151438
O:,115.65,87.70,-25.96,165.22,151439
O:,115.82,87.71,-25.80,165.24,151440
O:,115.89,87.71,-25.72,165.61,151441
O:,115.79,87.71,-25.82,165.95,151442
O:,115.93,87.70,-25.69,165.61,151443
O:,115.83,87.70,-25.80,165.30,151444
O:,115.88,87.70,-25.74,165.79,151445
O:,115.85,87.70,-25.78,166.24,151446
O:,115.72,87.70,-25.91,166.35,151447
O:,115.73,87.69,-25.91,166.45,151448
O:,115.73,87.69,-25.90,166.28,151449
O:,115.68,87.68,-25.96,166.12,151450
O:,115.64,87.68,-26.00,165.86,151451
O:,115.58,87.69,-26.05,165.61,151452
O:,115.50,87.70,-26.12,165.60,151453
O:,115.57,87.70,-26.05,165.59,151454
O:,115.39,87.70,-26.25,165.91,151455
O:,115.37,87.69,-26.27,166.21,151456
O:,115.26,87.69,-26.40,165.95,151457
O:,115.16,87.69,-26.50,165.72,151458
O:,115.24,87.69,-26.42,165.98,151459
O:,115.35,87.70,-26.31,166.22,151460
O:,115.19,87.70,-26.47,165.98,151461
O:,115.28,87.71,-26.39,165.76,151462
O:,115.31,87.71,-26.35,165.54,151463
O:,115.27,87.72,-26.39,165.35,151464
O:,115.27,87.71,-26.40,164.99,151465
O:,115.30,87.71,-26.37,164.66,151466
O:,115.28,87.72,-26.39,164.63,151467
O:,115.19,87.73,-26.48,164.59,151468
O:,115.13,87.73,-26.54,164.65,151469
O:,115.03,87.73,-26.65,164.71,151470
O:,114.99,87.73,-26.69,165.30,151471
O:,114.93,87.73,-26.75,165.84,151472
O:,114.74,87.73,-26.93,165.61,151473
O:,114.64,87.73,-27.02,165.41,151474
O:,114.66,87.73,-26.99,165.52,151475
O:,114.62,87.73,-27.04,165.62,151476
O:,114.62,87.73,-27.04,165.31,151477
O:,114.60,87.73,-27.05,165.03,151478
O:,114.63,87.74,-27.01,164.89,151479
O:,114.88,87.73,-26.76,164.77,151480
O:,114.86,87.73,-26.78,164.86,151481
O:,114.74,87.74,-26.90,164.95,151482
O:,114.73,87.74,-26.90,164.64,151483
O:,114.71,87.75,-26.92,164.36,151484
O:,114.93,87.75,-26.71,164.56,151485
O:,114.92,87.75,-26.71,164.75,151486
O:,114.88,87.76,-26.74,164.88,151487
O:,113.99,87.74,-27.70,165.00,151488
O:,114.51,87.73,-27.17,164.73,151489
O:,114.66,87.73,-27.01,164.48,151490
O:,114.68,87.74,-26.98,164.23,151491
O:,114.73,87.74,-26.92,164.00,151492
O:,114.70,87.74,-26.96,164.00,151493
O:,114.66,87.74,-26.98,164.01,151494
O:,114.55,87.73,-27.09,164.31,151495
O:,114.60,87.73,-27.03,164.58,151496
O:,114.64,87.72,-26.99,164.77,151497
O:,114.55,87.72,-27.07,164.93,151498
O:,114.40,87.71,-27.23,165.40,151499
O:,114.19,87.71,-27.43,165.83,151500
O:,114.19,87.70,-27.43,166.39,151501
O:,114.20,87.70,-27.42,166.91,151502
O:,114.13,87.69,-27.48,166.89,151503
O:,114.07,87.69,-27.54,166.88,151504
O:,114.28,87.68,-27.32,166.69,151505
O:,114.14,87.68,-27.46,166.51,151506
O:,114.20,87.69,-27.39,166.74,151507
O:,114.29,87.69,-27.29,166.95,151508
O:,114.41,87.69,-27.18,167.03,151509
O:,114.51,87.70,-27.07,167.11,151510
O:,114.67,87.70,-26.90,166.71,151511
O:,114.56,87.71,-27.02,166.34,151512
O:,114.50,87.71,-27.07,166.07,151513
O:,114.58,87.71,-26.98,165.83,151514
O:,114.62,87.71,-26.93,166.15,151515
O:,114.75,87.71,-26.80,166.44,151516
O:,114.73,87.71,-26.83,166.89,151517
O:,114.64,87.70,-26.92,167.29,151518
O:,114.63,87.70,-26.93,167.37,151519
O:,114.61,87.69,-26.95,167.43,151520
O:,114.45,87.69,-27.10,167.56,151521
O:,114.57,87.68,-26.97,167.68,151522
O:,114.37,87.68,-27.17,167.91,151523
O:,114.45,87.67,-27.10,168.13,151524
O:,114.46,87.67,-27.09,167.85,151525
O:,114.52,87.67,-27.02,167.59,151526
O:,114.70,87.65,-26.85,167.59,151527
O:,114.72,87.65,-26.83,167.58,151528
O:,114.81,87.65,-26.74,167.61,151529
O:,114.77,87.66,-26.79,167.64,151530
O:,114.74,87.67,-26.81,167.60,151531
O:,114.89,87.67,-26.67,167.55,151532
O:,114.87,87.67,-26.70,167.80,151533
O:,114.85,87.68,-26.72,168.02,151534
O:,114.93,87.68,-26.64,167.26,151535
O:,115.06,87.69,-26.51,166.56,151536
O:,115.09,87.69,-26.48,166.31,151537
O:,115.24,87.68,-26.34,166.08,151538
O:,115.18,87.68,-26.40,166.14,151539
O:,115.03,87.69,-26.56,166.19,151540
O:,114.94,87.69,-26.63,166.23,151541
O:,114.79,87.69,-26.79,166.27,151542
O:,114.83,87.69,-26.74,166.62,151543
O:,114.66,87.69,-26.92,166.95,151544
O:,114.61,87.69,-26.97,166.73,151545
O:,114.54,87.69,-27.03,166.54,151546
O:,114.55,87.69,-27.03,166.85,151547
O:,114.27,87.69,-27.31,167.14,151548
O:,114.40,87.68,-27.17,166.89,151549
O:,114.53,87.68,-27.04,166.66,151550
O:,114.39,87.67,-27.19,166.63,151551
O:,114.36,87.67,-27.23,166.60,151552
O:,114.36,87.67,-27.23,166.31,151553
O:,114.49,87.67,-27.10,166.05,151554
O:,114.46,87.68,-27.12,166.25,151555
O:,114.73,87.69,-26.84,166.43,151556
O:,114.82,87.69,-26.74,166.77,151557
O:,114.99,87.70,-26.58,167.08,151558
O:,114.99,87.71,-26.58,166.75,151559
O:,115.05,87.71,-26.52,166.45,151560
O:,115.20,87.71,-26.37,166.45,151561
O:,115.13,87.72,-26.44,166.45,151562
O:,115.32,87.72,-26.25,166.83,151563
O:,115.11,87.73,-26.46,167.17,151564
O:,114.88,87.73,-26.70,167.71,151565
O:,114.82,87.72,-26.78,168.20,151566
O:,114.69,87.72,-26.91,167.97,151567
O:,114.63,87.71,-26.97,167.75,151568
O:,114.40,87.71,-27.20,167.56,151569
O:,114.23,87.71,-27.37,167.38,151570
O:,114.18,87.71,-27.42,167.32,151571
O:,114.03,87.70,-27.56,167.27,151572
O:,113.81,87.70,-27.78,167.33,151573
O:,113.83,87.69,-27.76,167.38,151574
O:,113.65,87.69,-27.94,167.31,151575
O:,113.64,87.69,-27.95,167.24,151576
O:,113.75,87.69,-27.85,167.09,151577
O:,113.70,87.70,-27.88,166.95,151578
O:,113.92,87.69,-27.68,166.74,151579
O:,114.00,87.69,-27.59,166.54,151580
O:,114.05,87.69,-27.54,166.54,151581
O:,114.18,87.70,-27.40,166.53,151582
O:,114.15,87.69,-27.44,166.50,151583
O:,113.92,87.70,-27.66,166.46,151584
O:,114.02,87.70,-27.56,166.38,151585
O:,113.99,87.70,-27.59,166.30,151586
O:,113.98,87.69,-27.60,166.14,151587
O:,113.72,87.69,-27.87,166.00,151588
O:,113.56,87.68,-28.03,166.41,151589
O:,113.29,87.69,-28.29,166.79,151590
O:,113.11,87.68,-28.47,167.06,151591
O:,113.19,87.68,-28.39,167.31,151592
O:,113.04,87.67,-28.54,166.82,151593
O:,112.90,87.67,-28.67,166.37,151594
O:,112.79,87.67,-28.78,166.66,151595
O:,112.84,87.66,-28.73,166.93,151596
O:,112.99,87.65,-28.58,166.79,151597
O:,112.90,87.65,-28.66,166.66,151598
O:,112.88,87.65,-28.68,166.94,151599
O:,112.93,87.65,-28.62,167.20,151600
O:,112.95,87.64,-28.60,167.37,151601
O:,113.06,87.64,-28.50,167.53,151602
O:,113.02,87.65,-28.54,167.23,151603
O:,113.13,87.65,-28.42,166.96,151604
O:,112.73,87.64,-28.86,167.02,151605
O:,112.90,87.64,-28.69,167.08,151606
O:,112.97,87.64,-28.62,166.73,151607
O:,113.25,87.65,-28.33,166.42,151608
O:,113.52,87.65,-28.06,166.51,151609
O:,113.28,87.66,-28.28,166.60,151610
O:,113.52,87.66,-28.04,166.70,151611
O:,113.58,87.67,-27.97,166.78,151612
O:,113.58,87.67,-27.96,166.92,151613
O:,113.78,87.67,-27.76,167.04,151614
O:,113.71,87.66,-27.83,166.64,151615
O:,113.76,87.66,-27.77,166.28,151616
O:,113.66,87.66,-27.87,166.42,151617
O:,113.64,87.66,-27.88,166.55,151618
O:,113.58,87.66,-27.94,166.81,151619
O:,113.71,87.65,-27.82,167.05,151620
O:,113.71,87.65,-27.83,166.91,151621
O:,113.60,87.65,-27.94,166.79,151622
O:,113.70,87.64,-27.84,166.75,151623
O:,113.68,87.64,-27.87,166.71,151624
O:,113.83,87.64,-27.73,166.43,151625
O:,113.69,87.65,-27.88,166.17,151626
O:,113.85,87.65,-27.71,166.25,151627
O:,114.11,87.66,-27.46,166.33,151628
O:,114.30,87.66,-27.26,166.45,151629
O:,114.50,87.67,-27.05,166.56,151630
O:,114.51,87.68,-27.03,166.57,151631
O:,114.71,87.69,-26.83,166.58,151632
O:,114.68,87.70,-26.86,166.35,151633
O:,114.77,87.70,-26.77,166.13,151634
O:,114.74,87.70,-26.79,166.22,151635
O:,114.55,87.70,-26.98,166.29,151636
O:,114.54,87.70,-26.99,166.35,151637
O:,114.65,87.69,-26.90,166.40,151638
O:,114.61,87.69,-26.93,166.51,151639
O:,114.64,87.69,-26.91,166.61,151640
O:,114.51,87.69,-27.04,166.62,151641
O:,114.46,87.69,-27.08,166.63,151642
O:,114.48,87.69,-27.07,166.53,151643
O:,114.47,87.69,-27.07,166.44,151644
O:,114.31,87.69,-27.24,166.17,151645
O:,114.47,87.69,-27.08,165.91,151646
O:,114.22,87.68,-27.34,165.81,151647
O:,114.34,87.68,-27.22,165.71,151648
O:,114.46,87.69,-27.10,165.79,151649
O:,114.39,87.69,-27.17,165.87,151650
O:,114.41,87.69,-27.16,165.93,151651
O:,114.47,87.69,-27.09,165.97,151652
O:,114.55,87.70,-27.01,165.81,151653
O:,114.63,87.70,-26.92,165.66,151654
O:,114.62,87.71,-26.92,165.34,151655
O:,114.73,87.72,-26.82,165.06,151656
O:,114.73,87.72,-26.80,165.04,151657
O:,114.83,87.73,-26.72,165.03,151658
O:,114.83,87.72,-26.72,165.13,151659
O:,114.72,87.73,-26.83,165.23,151660
O:,114.56,87.73,-26.99,165.11,151661
O:,114.59,87.72,-26.97,165.01,151662
O:,114.41,87.71,-27.16,165.38,151663
O:,114.17,87.70,-27.41,165.72,151664
O:,114.07,87.70,-27.51,165.68,151665
O:,113.95,87.70,-27.61,165.65,151666
O:,113.70,87.69,-27.87,165.83,151667
O:,113.52,87.68,-28.05,165.99,151668
O:,113.45,87.67,-28.12,165.77,151669
O:,113.36,87.67,-28.21,165.57,151670
O:,113.34,87.66,-28.23,165.89,151671
O:,113.18,87.66,-28.38,166.19,151672
O:,113.09,87.65,-28.48,166.27,151673
O:,113.08,87.66,-28.49,166.34,151674
O:,112.86,87.66,-28.71,166.73,151675
O:,112.88,87.66,-28.69,167.07,151676
O:,112.86,87.66,-28.70,166.90,151677
O:,113.00,87.66,-28.56,166.75,151678
O:,113.09,87.66,-28.48,166.71,151679
O:,113.04,87.67,-28.53,166.67,151680
O:,113.12,87.66,-28.44,166.66,151681
O:,113.15,87.66,-28.42,166.64,151682
O:,112.95,87.65,-28.62,166.90,151683
O:,112.68,87.65,-28.89,167.13,151684
O:,112.43,87.65,-29.14,167.00,151685
O:,112.51,87.65,-29.06,166.89,151686
O:,112.62,87.64,-28.95,167.21,151687
O:,112.53,87.64,-29.05,167.50,151688
O:,111.73,87.62,-29.91,167.50,151689
O:,111.98,87.60,-29.66,167.50,151690
O:,111.94,87.60,-29.69,166.82,151691
O:,111.95,87.60,-29.68,166.20,151692
O:,111.91,87.60,-29.72,166.35,151693
O:,111.75,87.61,-29.88,166.48,151694
O:,111.83,87.61,-29.80,166.43,151695
O:,111.94,87.61,-29.70,166.19,151696
O:,111.94,87.61,-29.69,165.97,151697
O:,112.13,87.61,-29.51,165.77,151698
O:,112.11,87.61,-29.52,165.73,151699
O:,112.15,87.61,-29.48,165.69,151700
O:,112.20,87.61,-29.42,165.65,151701
O:,112.19,87.62,-29.43,165.62,151702
O:,112.37,87.62,-29.25,165.75,151703
O:,112.43,87.62,-29.19,165.87,151704
O:,112.60,87.62,-29.01,166.25,151705
O:,112.68,87.63,-28.91,166.61,151706
O:,112.74,87.62,-28.86,166.69,151707
O:,111.84,87.60,-29.83,166.76,151708
O:,112.31,87.60,-29.36,166.53,151709
O:,112.44,87.60,-29.22,166.31,151710
O:,112.56,87.61,-29.10,166.05,151711
O:,112.67,87.61,-28.99,165.81,151712
O:,112.69,87.62,-28.96,165.89,151713
O:,112.62,87.63,-29.02,165.96,151714
O:,112.59,87.63,-29.04,165.84,151715
O:,112.56,87.64,-29.07,165.74,151716
O:,112.67,87.64,-28.96,165.88,151717
O:,112.54,87.64,-29.09,166.00,151718
O:,112.58,87.65,-29.05,165.59,151719
O:,112.55,87.65,-29.07,165.21,151720
O:,112.78,87.65,-28.83,165.15,151721
O:,112.95,87.65,-28.67,165.09,151722
O:,113.01,87.66,-28.60,165.15,151723
O:,113.00,87.66,-28.62,165.22,151724
O:,113.24,87.67,-28.37,165.29,151725
O:,113.28,87.68,-28.33,165.36,151726
O:,113.33,87.69,-28.28,165.58,151727
O:,113.51,87.69,-28.09,165.78,151728
O:,113.48,87.70,-28.11,166.35,151729
O:,113.60,87.71,-27.99,166.87,151730
O:,113.60,87.72,-27.99,166.63,151731
O:,113.57,87.72,-28.02,166.41,151732
O:,113.52,87.73,-28.06,166.02,151733
